Food ID,Log Time,User ID
29,2019-07-23 12:13:57+00:00,10727752
737,2019-07-23 13:59:35+00:00,9931042
924,2019-07-23 15:57:56+00:00,10727773
212,2019-07-23 16:54:05+00:00,10727774
10,2019-07-23 17:20:55+00:00,10727776
924,2019-07-24 06:14:57+00:00,10727777
924,2019-07-24 06:14:58+00:00,10727777
10,2019-07-24 08:35:37+00:00,10727778
29,2019-07-24 08:36:27+00:00,10727778
10,2019-07-24 08:36:27+00:00,10727778
737,2019-07-24 08:36:27+00:00,10727778
9572,2019-07-24 08:36:27+00:00,10727778
15047,2019-07-24 08:36:27+00:00,10727778
496,2019-07-24 08:36:27+00:00,10727778
212,2019-07-24 08:36:27+00:00,10727778
9590,2019-07-24 08:36:27+00:00,10727778
10,2019-07-24 10:03:48+00:00,10727779
29,2019-07-24 10:04:23+00:00,10727779
31267,2019-07-24 10:04:23+00:00,10727779
9572,2019-07-24 10:04:23+00:00,10727779
15047,2019-07-24 10:04:23+00:00,10727779
496,2019-07-24 10:04:23+00:00,10727779
212,2019-07-24 10:04:23+00:00,10727779
9590,2019-07-24 10:04:23+00:00,10727779
22,2019-07-24 11:00:05+00:00,10727781
22,2019-07-24 11:24:30+00:00,10727782
22,2019-07-24 11:30:07+00:00,10727782
9864,2019-07-25 06:31:44+00:00,10727783
623,2019-07-25 09:22:33+00:00,10727768
9116,2019-07-25 09:37:54+00:00,10727768
22,2019-07-25 09:48:18+00:00,10727788
623,2019-07-25 09:53:57+00:00,10727768
22,2019-07-25 10:45:21+00:00,10727789
58304,2019-07-25 11:22:42+00:00,10727790
31267,2019-07-25 12:25:08+00:00,10727779
15047,2019-07-25 12:25:08+00:00,10727779
212,2019-07-25 12:25:08+00:00,10727779
9590,2019-07-25 12:25:08+00:00,10727779
737,2019-07-25 12:25:08+00:00,10727779
10,2019-07-25 12:26:55+00:00,10727791
12262,2019-07-25 12:27:34+00:00,10727791
775,2019-07-25 12:27:34+00:00,10727791
212,2019-07-25 12:27:34+00:00,10727791
9590,2019-07-25 12:27:34+00:00,10727791
375,2019-07-25 12:27:34+00:00,10727791
10,2019-07-25 13:20:41+00:00,24688
495,2019-07-25 13:20:42+00:00,24688
375,2019-07-25 13:20:42+00:00,24688
22,2019-07-25 13:20:43+00:00,24688
924,2019-07-26 05:25:15+00:00,10727792
22,2019-07-26 05:27:45+00:00,10727792
737,2019-07-26 05:34:10+00:00,10727792
212,2019-07-26 05:34:10+00:00,10727792
775,2019-07-26 05:34:10+00:00,10727792
29,2019-07-26 05:35:03+00:00,10727792
22,2019-07-26 05:35:12+00:00,10727792
924,2019-07-26 06:04:21+00:00,10727793
29,2019-07-26 08:33:50+00:00,10727795
9864,2019-07-29 05:41:15+00:00,10727796
22,2019-07-29 06:38:38+00:00,10727797
32,2019-07-29 08:09:56+00:00,10727658
29,2019-07-29 08:09:56+00:00,10727658
31,2019-07-29 08:09:56+00:00,10727658
737,2019-07-29 08:12:15+00:00,10727658
13,2019-07-29 08:12:15+00:00,10727658
212,2019-07-29 08:12:15+00:00,10727658
10,2019-07-29 08:23:50+00:00,10727800
10,2019-07-29 08:32:42+00:00,10727801
9864,2019-07-29 08:41:51+00:00,10727802
22,2019-07-29 08:57:35+00:00,10727804
9864,2019-07-29 09:38:01+00:00,10727806
22,2019-07-29 09:49:13+00:00,10727807
10,2019-07-29 09:53:09+00:00,10727808
10,2019-07-29 09:58:44+00:00,10727810
22,2019-07-29 10:00:29+00:00,10727811
52,2019-07-29 10:22:24+00:00,10727810
924,2019-07-29 12:04:40+00:00,10727793
924,2019-07-29 12:10:38+00:00,10727813
924,2019-07-29 12:10:39+00:00,10727813
924,2019-07-29 12:13:44+00:00,10727814
10,2019-07-29 12:23:56+00:00,10727815
924,2019-07-29 12:25:34+00:00,10727816
924,2019-07-29 12:34:26+00:00,10727817
924,2019-07-29 12:34:26+00:00,10727817
5311,2019-07-29 12:34:50+00:00,10727818
924,2019-07-30 00:26:57+00:00,10727819
924,2019-07-30 00:29:14+00:00,10727820
924,2019-07-30 00:44:09+00:00,10727821
924,2019-07-30 00:45:45+00:00,10727822
924,2019-07-30 00:47:13+00:00,10727823
924,2019-07-30 00:48:37+00:00,10727824
924,2019-07-30 00:50:13+00:00,10727825
924,2019-07-30 00:51:50+00:00,10727826
924,2019-07-30 00:55:15+00:00,10727827
924,2019-07-30 00:56:39+00:00,10727828
924,2019-07-30 00:58:17+00:00,10727829
924,2019-07-30 00:59:46+00:00,10727830
924,2019-07-30 01:07:53+00:00,10727831
924,2019-07-30 06:36:07+00:00,10727832
623,2019-07-30 11:46:46+00:00,10727768
10,2019-07-30 11:46:46+00:00,10727768
17,2019-07-30 11:46:46+00:00,10727768
7,2019-07-30 11:46:46+00:00,10727768
732,2019-07-30 06:53:29+00:00,10727833
29,2019-07-30 08:28:23+00:00,10727718
13,2019-07-30 11:17:19+00:00,10727768
495,2019-07-30 11:17:19+00:00,10727768
22,2019-07-30 11:46:55+00:00,10727768
29,2019-07-30 11:46:55+00:00,10727768
955,2019-07-30 12:35:50+00:00,10727768
9355,2019-07-30 12:35:50+00:00,10727768
31,2019-07-30 12:35:50+00:00,10727768
212,2019-07-30 12:43:13+00:00,10727768
32,2019-07-30 13:25:11+00:00,10727735
19,2019-07-31 04:50:53+00:00,10727768
212,2019-07-31 04:51:01+00:00,10727768
7,2019-07-31 04:58:05+00:00,10727768
17,2019-07-31 04:58:05+00:00,10727768
7,2019-07-31 04:58:05+00:00,10727768
732,2019-07-31 09:23:12+00:00,10727735
10,2019-07-31 09:23:14+00:00,10727735
10,2019-07-31 09:38:04+00:00,10727735
10,2019-07-31 09:40:31+00:00,10727735
737,2019-07-31 12:11:48+00:00,10727632
10,2019-07-31 12:11:48+00:00,10727632
7,2019-07-31 12:49:17+00:00,10727768
13,2019-07-31 12:49:17+00:00,10727768
212,2019-07-31 12:54:23+00:00,10727775
13,2019-08-01 08:58:46+00:00,10727768
13,2019-08-01 06:40:50+00:00,10727835
212,2019-08-01 08:58:46+00:00,10727768
9116,2019-08-01 08:58:46+00:00,10727768
10,2019-08-01 07:01:55+00:00,9931042
677,2019-08-01 07:15:44+00:00,9931042
22,2019-08-01 08:58:34+00:00,10727768
10,2019-08-01 12:39:24+00:00,10727665
52,2019-08-01 12:39:24+00:00,10727665
9116,2019-08-01 12:39:24+00:00,10727665
32,2019-08-01 12:40:09+00:00,10727665
29,2019-08-01 12:40:09+00:00,10727665
10,2019-08-01 12:40:09+00:00,10727665
52,2019-08-01 12:40:09+00:00,10727665
9116,2019-08-01 12:40:09+00:00,10727665
32,2019-08-01 12:40:22+00:00,10727665
29,2019-08-01 12:40:22+00:00,10727665
31,2019-08-01 12:40:22+00:00,10727665
52,2019-08-01 12:42:31+00:00,10727665
9116,2019-08-01 12:42:31+00:00,10727665
22,2019-08-01 13:45:21+00:00,10727632
212,2019-08-01 13:45:21+00:00,10727632
732,2019-08-01 18:02:05+00:00,10727836
22,2019-08-02 05:33:02+00:00,10727837
212,2019-08-02 06:49:37+00:00,10727838
212,2019-08-05 06:20:33+00:00,10727768
13,2019-08-05 06:20:33+00:00,10727768
10,2019-08-05 07:20:39+00:00,10727839
212,2019-08-05 07:20:39+00:00,10727839
52,2019-08-05 07:20:39+00:00,10727839
212,2019-08-05 07:20:54+00:00,10727839
10,2019-08-05 07:20:54+00:00,10727839
13,2019-08-05 07:20:54+00:00,10727839
495,2019-08-05 07:20:54+00:00,10727839
10,2019-08-05 07:29:46+00:00,10727821
465,2019-08-05 07:29:46+00:00,10727821
51,2019-08-05 07:29:46+00:00,10727821
21,2019-08-05 08:42:13+00:00,10727636
737,2019-08-05 10:27:16+00:00,10727632
10,2019-08-05 12:43:17+00:00,10727632
737,2019-08-05 09:51:12+00:00,10727636
514,2019-08-05 07:47:41+00:00,10727636
17,2019-08-05 09:51:15+00:00,10727636
775,2019-08-05 09:51:16+00:00,10727636
10351,2019-08-05 09:51:18+00:00,10727636
737,2019-08-05 09:51:20+00:00,10727636
514,2019-08-05 07:47:48+00:00,10727636
13,2019-08-05 08:28:29+00:00,10727840
32,2019-08-05 09:51:07+00:00,10727636
32,2019-08-05 08:52:56+00:00,10727744
10135,2019-08-05 08:53:25+00:00,10727744
10135,2019-08-05 08:54:31+00:00,10727744
32,2019-08-05 08:54:31+00:00,10727744
13,2019-08-05 09:00:06+00:00,9931042
495,2019-08-05 09:00:06+00:00,9931042
249,2019-08-05 09:07:30+00:00,10727744
955,2019-08-05 09:07:30+00:00,10727744
9116,2019-08-05 09:07:30+00:00,10727744
9116,2019-08-05 09:15:48+00:00,10727744
9553,2019-08-05 09:10:02+00:00,10727744
9116,2019-08-05 09:16:18+00:00,10727744
955,2019-08-05 09:16:18+00:00,10727744
9116,2019-08-05 09:16:45+00:00,10727744
955,2019-08-05 09:16:45+00:00,10727744
9553,2019-08-05 09:16:48+00:00,10727744
9116,2019-08-05 09:16:54+00:00,10727744
955,2019-08-05 09:16:54+00:00,10727744
9553,2019-08-05 09:17:07+00:00,10727744
10135,2019-08-05 09:17:16+00:00,10727744
32,2019-08-05 09:17:16+00:00,10727744
9911,2019-08-05 09:17:36+00:00,10727744
9116,2019-08-05 09:17:36+00:00,10727744
955,2019-08-05 09:17:36+00:00,10727744
9553,2019-08-05 09:17:36+00:00,10727744
9116,2019-08-05 09:17:36+00:00,10727744
955,2019-08-05 09:17:36+00:00,10727744
22,2019-08-05 09:18:17+00:00,10727744
30,2019-08-05 09:18:29+00:00,10727744
32,2019-08-05 09:18:39+00:00,10727744
10,2019-08-05 09:22:46+00:00,10727841
32,2019-08-05 09:44:09+00:00,10727636
32,2019-08-05 09:51:09+00:00,10727636
212,2019-08-05 09:30:01+00:00,10727841
9590,2019-08-05 09:30:01+00:00,10727841
952,2019-08-05 09:30:01+00:00,10727841
9116,2019-08-05 09:33:22+00:00,10727841
955,2019-08-05 09:33:22+00:00,10727841
9553,2019-08-05 09:33:22+00:00,10727841
32,2019-08-05 09:33:44+00:00,10727841
30,2019-08-05 09:33:44+00:00,10727841
22,2019-08-05 09:33:44+00:00,10727841
750,2019-08-05 09:33:44+00:00,10727841
9116,2019-08-05 09:33:44+00:00,10727841
955,2019-08-05 09:33:44+00:00,10727841
9553,2019-08-05 09:33:44+00:00,10727841
10,2019-08-05 09:37:55+00:00,10727841
32,2019-08-05 09:38:09+00:00,10727841
30,2019-08-05 09:38:09+00:00,10727841
22,2019-08-05 09:38:09+00:00,10727841
750,2019-08-05 09:38:10+00:00,10727841
212,2019-08-05 10:27:16+00:00,10727632
495,2019-08-05 10:27:16+00:00,10727632
51,2019-08-05 10:20:23+00:00,10727821
465,2019-08-05 10:20:23+00:00,10727821
10,2019-08-05 10:20:23+00:00,10727821
51,2019-08-05 10:20:23+00:00,10727821
465,2019-08-05 10:20:24+00:00,10727821
10,2019-08-05 10:20:24+00:00,10727821
51,2019-08-05 10:21:02+00:00,10727821
465,2019-08-05 10:21:02+00:00,10727821
10,2019-08-05 10:21:03+00:00,10727821
9572,2019-08-05 10:21:35+00:00,10727821
12262,2019-08-05 10:21:35+00:00,10727821
775,2019-08-05 10:21:35+00:00,10727821
10,2019-08-05 10:27:21+00:00,10727632
10,2019-08-05 11:12:55+00:00,10727842
52,2019-08-05 11:12:55+00:00,10727842
375,2019-08-05 11:12:55+00:00,10727842
952,2019-08-05 11:12:55+00:00,10727842
9116,2019-08-05 10:32:09+00:00,10727842
13,2019-08-05 11:12:55+00:00,10727842
13,2019-08-05 11:11:58+00:00,10727842
9116,2019-08-05 11:11:58+00:00,10727842
375,2019-08-05 11:11:58+00:00,10727842
52,2019-08-05 11:11:58+00:00,10727842
13,2019-08-05 11:11:58+00:00,10727842
9116,2019-08-05 11:11:58+00:00,10727842
375,2019-08-05 11:11:58+00:00,10727842
52,2019-08-05 11:11:58+00:00,10727842
13,2019-08-05 11:11:58+00:00,10727842
9116,2019-08-05 11:11:58+00:00,10727842
375,2019-08-05 11:11:58+00:00,10727842
52,2019-08-05 11:11:58+00:00,10727842
17,2019-08-05 10:47:02+00:00,10727632
9553,2019-08-05 10:47:02+00:00,10727632
514,2019-08-05 10:47:02+00:00,10727632
9590,2019-08-05 10:47:02+00:00,10727632
775,2019-08-05 10:47:02+00:00,10727632
952,2019-08-05 10:47:02+00:00,10727632
732,2019-08-05 10:47:02+00:00,10727632
10351,2019-08-05 10:47:02+00:00,10727632
10,2019-08-05 11:12:16+00:00,10727842
9116,2019-08-05 11:13:33+00:00,10727842
9268,2019-08-05 11:13:47+00:00,10727842
21,2019-08-05 11:03:20+00:00,10727636
10,2019-08-05 11:03:31+00:00,10727636
13,2019-08-05 11:03:31+00:00,10727636
13,2019-08-05 11:13:47+00:00,10727842
9116,2019-08-05 11:13:47+00:00,10727842
375,2019-08-05 11:13:47+00:00,10727842
52,2019-08-05 11:13:47+00:00,10727842
13,2019-08-05 11:13:47+00:00,10727842
9116,2019-08-05 11:13:47+00:00,10727842
375,2019-08-05 11:11:22+00:00,10727842
52,2019-08-05 11:11:22+00:00,10727842
13,2019-08-05 11:11:25+00:00,10727842
9116,2019-08-05 11:11:25+00:00,10727842
375,2019-08-05 11:11:25+00:00,10727842
52,2019-08-05 11:11:25+00:00,10727842
13,2019-08-05 11:12:55+00:00,10727842
9116,2019-08-05 11:12:55+00:00,10727842
375,2019-08-05 11:12:31+00:00,10727842
52,2019-08-05 11:12:55+00:00,10727842
10,2019-08-05 11:12:36+00:00,10727842
10354,2019-08-05 11:30:05+00:00,10727844
514,2019-08-05 11:34:05+00:00,10727636
212,2019-08-05 11:51:53+00:00,10727845
737,2019-08-05 12:14:17+00:00,10727703
13,2019-08-05 12:14:17+00:00,10727703
495,2019-08-05 12:14:17+00:00,10727703
10,2019-08-05 12:14:50+00:00,10727636
495,2019-08-05 12:40:19+00:00,10727703
13,2019-08-05 12:40:19+00:00,10727703
737,2019-08-05 12:40:28+00:00,10727703
495,2019-08-05 12:40:33+00:00,10727703
13,2019-08-05 12:40:33+00:00,10727703
737,2019-08-05 12:40:33+00:00,10727703
495,2019-08-05 13:36:01+00:00,10727703
13,2019-08-05 13:36:01+00:00,10727703
737,2019-08-05 13:36:01+00:00,10727703
495,2019-08-05 14:55:17+00:00,10727703
13,2019-08-05 14:55:17+00:00,10727703
737,2019-08-05 14:55:17+00:00,10727703
775,2019-08-05 14:56:58+00:00,10727703
22,2019-08-05 18:09:42+00:00,10727846
22,2019-08-05 18:13:21+00:00,10727847
22,2019-08-05 18:19:17+00:00,10727848
212,2019-08-05 18:53:07+00:00,10727848
26,2019-08-05 18:53:07+00:00,10727848
495,2019-08-05 18:53:07+00:00,10727848
952,2019-08-05 18:53:07+00:00,10727848
32,2019-08-06 04:17:05+00:00,10727841
30,2019-08-06 04:17:05+00:00,10727841
22,2019-08-06 04:17:05+00:00,10727841
750,2019-08-06 04:17:05+00:00,10727841
10,2019-08-06 04:17:05+00:00,10727841
10,2019-08-06 04:18:41+00:00,10727849
737,2019-08-06 04:20:23+00:00,10727849
514,2019-08-06 04:20:23+00:00,10727849
7435,2019-08-06 04:20:23+00:00,10727849
212,2019-08-06 04:20:31+00:00,10727849
664,2019-08-06 04:20:31+00:00,10727849
22,2019-08-06 04:20:50+00:00,10727849
249,2019-08-06 04:20:50+00:00,10727849
955,2019-08-06 04:20:50+00:00,10727849
22,2019-08-06 04:21:00+00:00,10727849
10,2019-08-06 10:42:20+00:00,10727850
737,2019-08-06 10:42:33+00:00,10727850
52,2019-08-06 10:42:33+00:00,10727850
952,2019-08-06 10:42:33+00:00,10727850
9116,2019-08-06 10:42:33+00:00,10727850
13,2019-08-06 10:42:33+00:00,10727850
13,2019-08-06 10:42:14+00:00,10727850
9116,2019-08-06 10:42:14+00:00,10727850
952,2019-08-06 10:42:14+00:00,10727850
52,2019-08-06 10:42:20+00:00,10727850
737,2019-08-06 10:42:20+00:00,10727850
10,2019-08-06 10:42:20+00:00,10727850
13,2019-08-06 10:42:14+00:00,10727850
9116,2019-08-06 10:42:14+00:00,10727850
952,2019-08-06 10:42:14+00:00,10727850
52,2019-08-06 10:42:14+00:00,10727850
737,2019-08-06 10:42:14+00:00,10727850
10,2019-08-06 10:42:14+00:00,10727850
6960,2019-08-06 06:01:35+00:00,10727851
212,2019-08-06 06:03:42+00:00,10727852
212,2019-08-06 06:05:27+00:00,10727853
737,2019-08-06 06:58:05+00:00,10727757
212,2019-08-06 06:58:05+00:00,10727757
13,2019-08-06 06:58:05+00:00,10727757
737,2019-08-06 06:58:12+00:00,10727757
9592,2019-08-06 07:01:18+00:00,10727757
29,2019-08-06 07:01:18+00:00,10727757
9592,2019-08-06 07:04:23+00:00,10727757
29,2019-08-06 07:04:23+00:00,10727757
9592,2019-08-06 07:04:27+00:00,10727757
29,2019-08-06 08:52:13+00:00,10727757
495,2019-08-06 07:05:37+00:00,10727703
13,2019-08-06 07:05:37+00:00,10727703
737,2019-08-06 07:05:37+00:00,10727703
495,2019-08-06 07:07:17+00:00,10727703
13,2019-08-06 07:07:17+00:00,10727703
737,2019-08-06 07:07:17+00:00,10727703
737,2019-08-06 07:08:01+00:00,10727703
13,2019-08-06 07:08:01+00:00,10727703
495,2019-08-06 07:08:01+00:00,10727703
737,2019-08-06 07:10:45+00:00,10727703
13,2019-08-06 07:17:17+00:00,10727703
495,2019-08-06 07:10:45+00:00,10727703
9592,2019-08-06 08:52:13+00:00,10727757
29,2019-08-06 08:52:13+00:00,10727757
15690,2019-08-06 07:17:29+00:00,10727703
798,2019-08-06 07:17:29+00:00,10727703
